Antecedent,Consequent,Support,Confidence,Lift,Count
Guide to Art 3,Mastering Calculus 3,0.001,0.2,50.15,1
Guide to Java 8,History of Machine Learning 6,0.001,0.2,50.15,1
Fundamentals of Philosophy 8,The Art of Music 1,0.001,0.2,50.15,1
Fundamentals of Music 1,Handbook of Java 6,0.001,0.2,50.15,1
Guide to Art 10,Handbook of Machine Learning 9,0.001,0.2,50.15,1
Handbook of AI 9,Handbook of Machine Learning 9,0.001,0.2,50.15,1
History of Biology 9,History of Economics 1,0.001,0.2,50.15,1
History of Chemistry 5,Guide to Calculus 3,0.001,0.2,50.15,1
Mastering Chemistry 9,Introduction to Art 2,0.001,0.2,50.15,1
Guide to Biology 3,History of Java 1,0.001,0.2,50.15,1
Guide to Art 3,Introduction to Python 6,0.001,0.2,50.15,1
Handbook of Calculus 8,Mastering Physics 1,0.001,0.2,50.15,1
Guide to Python 10,Mastering Physics 1,0.001,0.2,50.15,1
Fundamentals of Machine Learning 3,Guide to Python 4,0.001,0.2,50.15,1
Mastering Art 10,Handbook of Calculus 4,0.001,0.2,50.15,1
Advanced Biology 10,Mastering Calculus 3,0.001,0.2,50.15,1
Introduction to AI 10,Handbook of Python 4,0.001,0.2,50.15,1
The Art of Economics 4,History of Chemistry 4,0.001,0.2,50.15,1
Mastering Machine Learning 10,Guide to AI 1,0.001,0.2,50.15,1
Mastering Machine Learning 10,The Art of Java 6,0.001,0.2,50.15,1
Advanced Python 1,Advanced Biology 4,0.001,0.2,50.15,1
Guide to Machine Learning 5,Introduction to AI 8,0.001,0.2,50.15,1
Introduction to Python 5,Introduction to AI 8,0.001,0.2,50.15,1
Fundamentals of Machine Learning 3,History of Calculus 3,0.001,0.2,50.15,1
Introduction to AI 3,History of Economics 8,0.001,0.2,50.15,1
Advanced Calculus 6,Advanced Chemistry 9,0.001,0.2,50.15,1
History of Chemistry 7,History of Calculus 3,0.001,0.2,50.15,1
Introduction to History 9,The Art of Philosophy 4,0.001,0.2,50.15,1
History of Calculus 7,Advanced History 7,0.001,0.2,50.15,1
History of Calculus 7,Handbook of Python 2,0.001,0.2,50.15,1
History of Chemistry 5,Fundamentals of Philosophy 9,0.001,0.2,50.15,1
Introduction to Machine Learning 1,Guide to Philosophy 3,0.001,0.2,50.15,1
Fundamentals of Philosophy 2,Advanced Physics 4,0.001,0.2,50.15,1
Fundamentals of Economics 4,The Art of Biology 10,0.001,0.2,50.15,1
Introduction to AI 10,Mastering AI 9,0.001,0.2,50.15,1
Fundamentals of Economics 4,Guide to AI 1,0.001,0.2,50.15,1
Fundamentals of Philosophy 2,Advanced Art 2,0.001,0.2,50.15,1
Fundamentals of Music 1,History of Economics 8,0.001,0.2,50.15,1
Guide to Python 10,The Art of Machine Learning 9,0.001,0.2,50.15,1
Handbook of Art 5,Guide to Calculus 3,0.001,0.2,50.15,1
Introduction to AI 10,Advanced Python 2,0.001,0.2,50.15,1
The Art of History 4,The Art of Physics 5,0.001,0.2,50.15,1
Mastering Machine Learning 10,The Art of History 8,0.001,0.2,50.15,1
Introduction to Calculus 2,Advanced Machine Learning 8,0.001,0.2,50.15,1
Fundamentals of Physics 6,The Art of Economics 2,0.001,0.2,50.15,1
Advanced History 10,History of Python 9,0.001,0.2,50.15,1
Introduction to AI 3,History of Biology 8,0.001,0.2,50.15,1
Introduction to Philosophy 6,Advanced Physics 4,0.001,0.2,50.15,1
Introduction to AI 3,The Art of Economics 2,0.001,0.2,50.15,1
Guide to Java 8,Guide to Music 4,0.001,0.2,50.15,1
Handbook of Music 2,Handbook of Machine Learning 7,0.001,0.2,50.15,1
Fundamentals of Philosophy 6,Fundamentals of Physics 1,0.001,0.2,50.15,1
History of Chemistry 5,Guide to Machine Learning 2,0.001,0.2,50.15,1
Guide to Python 10,History of Chemistry 2,0.001,0.2,50.15,1
Advanced Art 4,History of Economics 8,0.001,0.2,50.15,1
Introduction to History 7,Handbook of Machine Learning 9,0.001,0.2,50.15,1
Guide to Chemistry 2,History of Chemistry 2,0.001,0.2,50.15,1
Guide to Python 7,Mastering History 7,0.001,0.2,50.15,1
Advanced Art 4,The Art of Biology 10,0.001,0.2,50.15,1
Fundamentals of Machine Learning 3,The Art of Java 6,0.001,0.2,50.15,1
Fundamentals of Music 1,The Art of Java 6,0.001,0.2,50.15,1
Handbook of Music 6,The Art of Machine Learning 2,0.001,0.2,50.15,1
Handbook of Art 7,Mastering Physics 1,0.001,0.2,50.15,1
Advanced Python 1,Fundamentals of Physics 2,0.001,0.2,50.15,1
Introduction to Philosophy 6,Mastering Python 4,0.001,0.2,50.15,1
The Art of History 4,Advanced Python 2,0.001,0.2,50.15,1
The Art of History 4,Guide to AI 1,0.001,0.2,50.15,1
Advanced History 5,Guide to AI 8,0.001,0.2,50.15,1
Advanced Calculus 9,Mastering AI 9,0.001,0.2,50.15,1
Advanced Python 7,Mastering AI 9,0.001,0.2,50.15,1
Advanced Biology 10,History of Calculus 5,0.001,0.2,50.15,1
Fundamentals of Economics 4,Advanced Biology 4,0.001,0.2,50.15,1
Fundamentals of Music 1,Handbook of Python 2,0.001,0.2,50.15,1
Handbook of AI 9,Handbook of Java 2,0.001,0.2,50.15,1
Advanced History 10,Advanced Chemistry 8,0.001,0.2,50.15,1
Handbook of Art 7,Advanced Chemistry 8,0.001,0.2,50.15,1
Fundamentals of Chemistry 7,Introduction to AI 4,0.001,0.1,50.15,1
Fundamentals of Chemistry 4,Advanced Java 5,0.001,0.1,50.15,1
Fundamentals of Chemistry 4,Introduction to Music 4,0.001,0.1,50.15,1
Fundamentals of Chemistry 4,History of AI 5,0.001,0.1,50.15,1
Fundamentals of Chemistry 4,Handbook of AI 6,0.001,0.1,50.15,1
Fundamentals of Chemistry 9,Handbook of Calculus 1,0.001,0.1,50.15,1
Advanced Java 8,Introduction to Machine Learning 3,0.001,0.1,50.15,1
Mastering Music 10,Advanced Economics 1,0.001,0.1,50.15,1
Advanced Chemistry 1,The Art of Philosophy 8,0.001,0.1,50.15,1
Mastering Music 10,Fundamentals of Art 7,0.001,0.1,50.15,1
Guide to Art 2,Advanced Physics 8,0.001,0.1,50.15,1
Mastering Calculus 9,Handbook of Java 7,0.001,0.1,50.15,1
Fundamentals of Chemistry 4,Introduction to Machine Learning 8,0.001,0.1,50.15,1
Mastering Music 10,History of Music 6,0.001,0.1,50.15,1
Guide to Art 2,Mastering Physics 9,0.001,0.1,50.15,1
Guide to Art 2,Guide to Philosophy 1,0.001,0.1,50.15,1
The Art of Java 4,Fundamentals of Python 1,0.001,0.3333,47.7619,1
Introduction to Machine Learning 2,History of Chemistry 10,0.001,0.3333,47.7619,1
Mastering Biology 4,History of Biology 3,0.001,0.3333,47.7619,1
Guide to Economics 5,Advanced Calculus 5,0.001,0.3333,47.7619,1
Mastering Chemistry 1,Handbook of Java 9,0.001,0.3333,47.7619,1
Introduction to Physics 10,History of History 2,0.001,0.3333,47.7619,1
Guide to Machine Learning 6,Mastering History 6,0.001,0.3333,47.7619,1
Introduction to Machine Learning 2,The Art of Art 10,0.001,0.3333,47.7619,1
Guide to History 9,The Art of Philosophy 9,0.001,0.3333,47.7619,1
Guide to Calculus 10,Fundamentals of Java 7,0.001,0.3333,47.7619,1
Handbook of Calculus 3,Mastering Calculus 1,0.001,0.3333,47.7619,1
The Art of Java 7,Advanced Economics 9,0.001,0.3333,47.7619,1
History of AI 9,The Art of Art 10,0.001,0.3333,47.7619,1
Mastering Art 8,The Art of Art 10,0.001,0.3333,47.7619,1
Mastering Art 6,The Art of Java 2,0.001,0.3333,47.7619,1
Mastering Chemistry 7,Advanced Economics 9,0.001,0.3333,47.7619,1
Introduction to Machine Learning 2,Advanced Chemistry 4,0.001,0.3333,47.7619,1
Advanced Biology 1,Guide to AI 10,0.001,0.3333,47.7619,1
Introduction to Biology 4,The Art of Philosophy 9,0.001,0.3333,47.7619,1
Fundamentals of Python 4,Mastering Philosophy 4,0.001,0.3333,47.7619,1
Fundamentals of Python 10,The Art of AI 9,0.001,0.3333,47.7619,1
The Art of Art 3,The Art of AI 9,0.001,0.3333,47.7619,1
Guide to Calculus 10,History of Biology 3,0.001,0.3333,47.7619,1
History of Art 6,Mastering Chemistry 2,0.001,0.3333,47.7619,1
The Art of Biology 8,Mastering Chemistry 2,0.001,0.3333,47.7619,1
History of Chemistry 9,The Art of Art 10,0.001,0.3333,47.7619,1
History of Art 8,History of Biology 3,0.001,0.3333,47.7619,1
Handbook of Calculus 3,The Art of Philosophy 9,0.001,0.3333,47.7619,1
The Art of Economics 7,The Art of Python 5,0.001,0.3333,47.7619,1
History of Python 8,Fundamentals of Java 9,0.001,0.3333,47.7619,1
Advanced Java 2,Mastering Chemistry 2,0.001,0.3333,47.7619,1
Advanced AI 6,Handbook of Economics 2,0.001,0.3333,47.7619,1
Fundamentals of Python 4,Handbook of Economics 2,0.001,0.3333,47.7619,1
Fundamentals of Calculus 1,History of Machine Learning 1,0.001,0.3333,47.7619,1
Guide to Philosophy 6,Advanced Chemistry 4,0.001,0.3333,47.7619,1
Introduction to Music 9,Mastering Calculus 1,0.001,0.3333,47.7619,1
Handbook of Java 1,Advanced Java 3,0.001,0.3333,47.7619,1
History of Economics 5,Advanced Chemistry 4,0.001,0.3333,47.7619,1
Advanced Python 9,Fundamentals of Python 1,0.001,0.3333,47.7619,1
The Art of Philosophy 5,Mastering History 6,0.001,0.3333,47.7619,1
History of Music 5,Handbook of Java 9,0.001,0.3333,47.7619,1
Fundamentals of Python 1,The Art of Java 4,0.001,0.1429,47.7619,1
History of Chemistry 10,Introduction to Machine Learning 2,0.001,0.1429,47.7619,1
History of Biology 3,Mastering Biology 4,0.001,0.1429,47.7619,1
Advanced Calculus 5,Guide to Economics 5,0.001,0.1429,47.7619,1
Handbook of Java 9,Mastering Chemistry 1,0.001,0.1429,47.7619,1
History of History 2,Introduction to Physics 10,0.001,0.1429,47.7619,1
Mastering History 6,Guide to Machine Learning 6,0.001,0.1429,47.7619,1
The Art of Art 10,Introduction to Machine Learning 2,0.001,0.1429,47.7619,1
The Art of Philosophy 9,Guide to History 9,0.001,0.1429,47.7619,1
Fundamentals of Java 7,Guide to Calculus 10,0.001,0.1429,47.7619,1
Mastering Calculus 1,Handbook of Calculus 3,0.001,0.1429,47.7619,1
Advanced Economics 9,The Art of Java 7,0.001,0.1429,47.7619,1
The Art of Art 10,History of AI 9,0.001,0.1429,47.7619,1
The Art of Art 10,Mastering Art 8,0.001,0.1429,47.7619,1
The Art of Java 2,Mastering Art 6,0.001,0.1429,47.7619,1
Advanced Economics 9,Mastering Chemistry 7,0.001,0.1429,47.7619,1
Advanced Chemistry 4,Introduction to Machine Learning 2,0.001,0.1429,47.7619,1
Guide to AI 10,Advanced Biology 1,0.001,0.1429,47.7619,1
The Art of Philosophy 9,Introduction to Biology 4,0.001,0.1429,47.7619,1
Mastering Philosophy 4,Fundamentals of Python 4,0.001,0.1429,47.7619,1
The Art of AI 9,Fundamentals of Python 10,0.001,0.1429,47.7619,1
The Art of AI 9,The Art of Art 3,0.001,0.1429,47.7619,1
History of Biology 3,Guide to Calculus 10,0.001,0.1429,47.7619,1
Mastering Chemistry 2,History of Art 6,0.001,0.1429,47.7619,1
Mastering Chemistry 2,The Art of Biology 8,0.001,0.1429,47.7619,1
The Art of Art 10,History of Chemistry 9,0.001,0.1429,47.7619,1
History of Biology 3,History of Art 8,0.001,0.1429,47.7619,1
The Art of Philosophy 9,Handbook of Calculus 3,0.001,0.1429,47.7619,1
The Art of Python 5,The Art of Economics 7,0.001,0.1429,47.7619,1
Fundamentals of Java 9,History of Python 8,0.001,0.1429,47.7619,1
Mastering Chemistry 2,Advanced Java 2,0.001,0.1429,47.7619,1
Handbook of Economics 2,Advanced AI 6,0.001,0.1429,47.7619,1
Handbook of Economics 2,Fundamentals of Python 4,0.001,0.1429,47.7619,1
History of Machine Learning 1,Fundamentals of Calculus 1,0.001,0.1429,47.7619,1
Advanced Chemistry 4,Guide to Philosophy 6,0.001,0.1429,47.7619,1
Mastering Calculus 1,Introduction to Music 9,0.001,0.1429,47.7619,1
Advanced Java 3,Handbook of Java 1,0.001,0.1429,47.7619,1
Advanced Chemistry 4,History of Economics 5,0.001,0.1429,47.7619,1
Fundamentals of Python 1,Advanced Python 9,0.001,0.1429,47.7619,1
Mastering History 6,The Art of Philosophy 5,0.001,0.1429,47.7619,1
Handbook of Java 9,History of Music 5,0.001,0.1429,47.7619,1
History of Philosophy 3,Introduction to Machine Learning 7,0.001,0.5,45.5909,1
Handbook of Machine Learning 9,Introduction to Art 6,0.002,0.5,45.5909,2
History of History 4,Introduction to Machine Learning 7,0.001,0.5,45.5909,1
Advanced Chemistry 6,Introduction to Machine Learning 7,0.001,0.5,45.5909,1
Fundamentals of Art 6,Guide to Music 2,0.001,0.5,45.5909,1
Handbook of Machine Learning 2,Mastering Java 10,0.001,0.5,45.5909,1
Advanced Chemistry 7,The Art of Calculus 3,0.001,0.5,45.5909,1
Advanced Music 10,The Art of Calculus 3,0.001,0.5,45.5909,1
Handbook of History 8,Mastering AI 6,0.001,0.5,45.5909,1
The Art of AI 10,Introduction to Machine Learning 7,0.001,0.5,45.5909,1
Advanced Chemistry 7,Handbook of Philosophy 10,0.001,0.5,45.5909,1
Handbook of Philosophy 5,Mastering AI 6,0.001,0.5,45.5909,1
History of Python 6,The Art of Calculus 3,0.001,0.5,45.5909,1
Handbook of Machine Learning 2,Guide to Music 2,0.001,0.5,45.5909,1
Introduction to Art 6,Handbook of Machine Learning 9,0.002,0.1818,45.5909,2
Introduction to Machine Learning 7,History of Philosophy 3,0.001,0.0909,45.5909,1
Introduction to Machine Learning 7,History of History 4,0.001,0.0909,45.5909,1
Introduction to Machine Learning 7,Advanced Chemistry 6,0.001,0.0909,45.5909,1
Guide to Music 2,Fundamentals of Art 6,0.001,0.0909,45.5909,1
Mastering Java 10,Handbook of Machine Learning 2,0.001,0.0909,45.5909,1
The Art of Calculus 3,Advanced Chemistry 7,0.001,0.0909,45.5909,1
The Art of Calculus 3,Advanced Music 10,0.001,0.0909,45.5909,1
Mastering AI 6,Handbook of History 8,0.001,0.0909,45.5909,1
Introduction to Machine Learning 7,The Art of AI 10,0.001,0.0909,45.5909,1
Handbook of Philosophy 10,Advanced Chemistry 7,0.001,0.0909,45.5909,1
Mastering AI 6,Handbook of Philosophy 5,0.001,0.0909,45.5909,1
The Art of Calculus 3,History of Python 6,0.001,0.0909,45.5909,1
Guide to Music 2,Handbook of Machine Learning 2,0.001,0.0909,45.5909,1
Handbook of Biology 9,Fundamentals of Java 1,0.001,0.5,41.7917,1
History of Biology 2,Fundamentals of Java 1,0.001,0.5,41.7917,1
Advanced Physics 8,Fundamentals of Java 1,0.001,0.5,41.7917,1
Mastering Java 4,Mastering History 2,0.001,0.5,41.7917,1
Fundamentals of Music 6,Guide to Biology 7,0.001,0.5,41.7917,1
The Art of Chemistry 3,Mastering History 2,0.001,0.5,41.7917,1
Handbook of Music 7,Guide to Biology 7,0.001,0.5,41.7917,1
Mastering Machine Learning 1,Fundamentals of Biology 4,0.001,0.5,41.7917,1
History of Biology 1,Guide to Biology 7,0.001,0.5,41.7917,1
History of Python 6,Fundamentals of Biology 4,0.001,0.5,41.7917,1
The Art of Machine Learning 3,Fundamentals of Biology 4,0.001,0.5,41.7917,1
Guide to Java 2,History of Calculus 8,0.001,0.3333,41.7917,1
History of AI 3,Fundamentals of Calculus 10,0.001,0.3333,41.7917,1
The Art of History 6,Introduction to Physics 3,0.002,0.3333,41.7917,2
History of AI 9,History of Calculus 4,0.001,0.3333,41.7917,1
Introduction to Java 10,History of Calculus 4,0.001,0.3333,41.7917,1
The Art of Art 3,Fundamentals of Calculus 10,0.001,0.3333,41.7917,1
Introduction to Machine Learning 10,The Art of History 9,0.001,0.3333,41.7917,1
History of AI 9,Mastering Economics 10,0.001,0.3333,41.7917,1
History of Art 8,Mastering Python 6,0.001,0.3333,41.7917,1
Guide to Philosophy 2,Introduction to Physics 3,0.001,0.3333,41.7917,1
History of Calculus 1,The Art of History 9,0.001,0.3333,41.7917,1
Introduction to Music 1,Mastering Python 6,0.001,0.3333,41.7917,1
History of Calculus 2,The Art of History 9,0.001,0.3333,41.7917,1
Mastering Biology 7,Fundamentals of Calculus 10,0.001,0.3333,41.7917,1
Handbook of Machine Learning 3,The Art of Physics 7,0.001,0.3333,41.7917,1
Advanced Biology 1,The Art of Physics 7,0.001,0.3333,41.7917,1
History of Art 6,Guide to History 7,0.001,0.3333,41.7917,1
Fundamentals of Machine Learning 9,Fundamentals of Physics 5,0.001,0.3333,41.7917,1
Advanced Philosophy 9,Introduction to Physics 3,0.001,0.3333,41.7917,1
Advanced Python 4,Handbook of Art 1,0.001,0.3333,41.7917,1
Introduction to Chemistry 1,Guide to Art 1,0.001,0.3333,41.7917,1
Guide to Philosophy 2,Mastering Economics 10,0.001,0.3333,41.7917,1
The Art of Philosophy 6,The Art of History 10,0.001,0.3333,41.7917,1
Introduction to Music 10,Guide to Art 1,0.001,0.3333,41.7917,1
History of Calculus 1,History of AI 7,0.001,0.3333,41.7917,1
Fundamentals of Music 9,Guide to Art 1,0.001,0.3333,41.7917,1
Introduction to Java 1,Fundamentals of Physics 5,0.001,0.3333,41.7917,1
Mastering Biology 7,History of Calculus 8,0.001,0.3333,41.7917,1
Mastering Biology 4,Guide to History 7,0.001,0.3333,41.7917,1
Guide to Music 9,Handbook of Physics 7,0.001,0.25,41.7917,1
History of Machine Learning 6,Advanced Chemistry 10,0.001,0.25,41.7917,1
History of Machine Learning 6,Mastering Calculus 6,0.001,0.25,41.7917,1
The Art of Machine Learning 9,History of Music 7,0.001,0.25,41.7917,1
Guide to Music 4,Mastering Philosophy 1,0.001,0.25,41.7917,1
Introduction to AI 6,History of Economics 4,0.001,0.25,41.7917,1
Advanced History 7,Introduction to Physics 8,0.001,0.25,41.7917,1
History of Chemistry 2,Fundamentals of Calculus 7,0.001,0.25,41.7917,1
Introduction to Economics 3,Mastering Economics 7,0.001,0.25,41.7917,1
Introduction to Physics 3,The Art of History 6,0.002,0.25,41.7917,2
Introduction to Biology 6,Guide to AI 6,0.001,0.25,41.7917,1
Guide to Music 8,Advanced Calculus 1,0.001,0.25,41.7917,1
Mastering Java 6,Advanced History 3,0.001,0.25,41.7917,1
History of Economics 1,Handbook of Chemistry 6,0.001,0.25,41.7917,1
Introduction to Economics 3,History of History 10,0.001,0.25,41.7917,1
Guide to Music 4,Advanced Calculus 1,0.001,0.25,41.7917,1
Advanced Chemistry 9,Mastering Biology 6,0.001,0.25,41.7917,1
Introduction to Biology 6,Mastering Biology 6,0.001,0.25,41.7917,1
Fundamentals of Art 10,Introduction to Java 5,0.001,0.25,41.7917,1
Introduction to Python 6,Guide to AI 9,0.001,0.25,41.7917,1
History of Calculus 3,Advanced Python 10,0.001,0.25,41.7917,1
Mastering Calculus 3,Mastering Art 9,0.001,0.25,41.7917,1
Guide to Machine Learning 2,Introduction to History 10,0.001,0.25,41.7917,1
History of Python 9,Advanced Chemistry 10,0.001,0.25,41.7917,1
History of Python 9,Introduction to Java 5,0.001,0.25,41.7917,1
Guide to Philosophy 3,History of History 10,0.001,0.25,41.7917,1
Introduction to Music 8,Mastering Philosophy 1,0.001,0.25,41.7917,1
Handbook of Machine Learning 7,Mastering Art 9,0.001,0.25,41.7917,1
History of Art 7,Advanced Calculus 1,0.001,0.25,41.7917,1
Mastering History 3,Mastering Calculus 6,0.001,0.25,41.7917,1
Fundamentals of Physics 1,Handbook of Biology 10,0.001,0.25,41.7917,1
The Art of Music 1,Introduction to Physics 8,0.001,0.25,41.7917,1
Mastering AI 9,History of Machine Learning 8,0.001,0.25,41.7917,1
Introduction to Art 2,Advanced Python 10,0.001,0.25,41.7917,1
The Art of Machine Learning 9,Introduction to Chemistry 9,0.001,0.25,41.7917,1
Handbook of Java 6,Advanced Calculus 1,0.001,0.25,41.7917,1
Fundamentals of Calculus 2,Advanced History 3,0.001,0.25,41.7917,1
Handbook of Java 2,The Art of History 6,0.001,0.25,41.7917,1
Advanced Music 5,Fundamentals of Economics 7,0.001,0.25,41.7917,1
Advanced Music 5,Mastering Art 9,0.001,0.25,41.7917,1
Guide to Music 4,History of Machine Learning 9,0.001,0.25,41.7917,1
Handbook of Java 8,Advanced Python 10,0.001,0.25,41.7917,1
Guide to Python 4,Mastering Economics 7,0.001,0.25,41.7917,1
Guide to AI 8,Fundamentals of AI 5,0.001,0.25,41.7917,1
The Art of Art 2,Fundamentals of Chemistry 8,0.001,0.25,41.7917,1
Mastering History 3,Fundamentals of Economics 7,0.001,0.25,41.7917,1
The Art of Java 6,History of Music 9,0.001,0.25,41.7917,1
Fundamentals of Philosophy 9,Introduction to Java 8,0.001,0.25,41.7917,1
The Art of Machine Learning 2,Mastering Art 9,0.001,0.25,41.7917,1
Handbook of Calculus 4,Guide to AI 9,0.001,0.25,41.7917,1
Introduction to Art 5,Advanced Python 10,0.001,0.25,41.7917,1
The Art of Physics 5,Guide to Biology 10,0.001,0.25,41.7917,1
Mastering Python 4,The Art of History 2,0.001,0.25,41.7917,1
History of Java 9,Introduction to Java 8,0.001,0.25,41.7917,1
The Art of Physics 8,Introduction to Python 7,0.001,0.25,41.7917,1
History of Philosophy 1,Mastering History 8,0.001,0.25,41.7917,1
Handbook of Physics 7,Guide to Music 9,0.001,0.1667,41.7917,1
Advanced Chemistry 10,History of Machine Learning 6,0.001,0.1667,41.7917,1
Mastering Calculus 6,History of Machine Learning 6,0.001,0.1667,41.7917,1
History of Music 7,The Art of Machine Learning 9,0.001,0.1667,41.7917,1
Mastering Philosophy 1,Guide to Music 4,0.001,0.1667,41.7917,1
History of Economics 4,Introduction to AI 6,0.001,0.1667,41.7917,1
Introduction to Physics 8,Advanced History 7,0.001,0.1667,41.7917,1
Fundamentals of Calculus 7,History of Chemistry 2,0.001,0.1667,41.7917,1
