Itemset,Frequency,Type
"Handbook of Philosophy 10, The Art of Economics 3",1,2-Itemset
"Advanced Music 5, The Art of History 1",1,2-Itemset
"Advanced Physics 2, Guide to Music 8",1,2-Itemset
"History of Economics 6, The Art of History 1",1,2-Itemset
"Guide to Biology 10, Guide to Music 2",1,2-Itemset
"Guide to Biology 10, Guide to Physics 1",1,2-Itemset
"Guide to Music 2, The Art of Philosophy 1",1,2-Itemset
"Handbook of Physics 7, Introduction to Machine Learning 7",1,2-Itemset
"Guide to AI 6, Handbook of Chemistry 5",1,2-Itemset
"Handbook of Philosophy 10, Introduction to History 10",1,2-Itemset
"Introduction to Art 6, Mastering Java 3",1,2-Itemset
"Introduction to Java 5, Introduction to Machine Learning 7",1,2-Itemset
"Handbook of Chemistry 5, Introduction to Chemistry 9",1,2-Itemset
"Advanced History 3, Mastering Java 10",1,2-Itemset
"Handbook of Philosophy 10, Mastering Music 1",1,2-Itemset
"Fundamentals of Calculus 7, Handbook of Philosophy 10",1,2-Itemset
"Fundamentals of Economics 7, Introduction to Machine Learning 7",1,2-Itemset
"Advanced Economics 7, Fundamentals of Philosophy 6",1,2-Itemset
"Introduction to Chemistry 5, Introduction to Philosophy 1",1,2-Itemset
"Advanced Java 1, Mastering Art 10",1,2-Itemset
"Guide to Philosophy 3, Introduction to Music 3",1,2-Itemset
"Handbook of Java 6, Introduction to Music 3",1,2-Itemset
"Advanced Chemistry 5, History of Chemistry 2",1,2-Itemset
"Advanced Chemistry 5, Fundamentals of Physics 1",1,2-Itemset
"Advanced Physics 2, Introduction to AI 6",1,2-Itemset
"Advanced Physics 2, Handbook of Philosophy 7",1,2-Itemset
"Guide to Calculus 6, Introduction to Music 3",1,2-Itemset
"History of Philosophy 10, Introduction to Music 3",1,2-Itemset
"Advanced Chemistry 9, Introduction to Music 3",1,2-Itemset
"Advanced Physics 2, Guide to Music 4",1,2-Itemset
"Guide to Philosophy 3, The Art of History 1",1,2-Itemset
"Advanced Physics 2, Mastering Art 2",1,2-Itemset
"Advanced Physics 2, Mastering Java 6",1,2-Itemset
"Advanced Calculus 5, Fundamentals of Chemistry 9",1,2-Itemset
"Guide to AI 10, Guide to Art 2",1,2-Itemset
"Fundamentals of Java 3, Fundamentals of Physics 6",1,2-Itemset
"Advanced History 5, History of History 7",1,2-Itemset
"Fundamentals of Java 3, The Art of Calculus 5",1,2-Itemset
"Fundamentals of Java 3, Introduction to Calculus 2",1,2-Itemset
"Advanced History 10, History of History 7",1,2-Itemset
"Introduction to Chemistry 5, Introduction to Machine Learning 1",1,2-Itemset
"Advanced Economics 7, Guide to Java 8",1,2-Itemset
"History of History 7, Introduction to Economics 4",1,2-Itemset
"Fundamentals of AI 2, The Art of History 5",1,2-Itemset
"Advanced Java 1, The Art of Python 9",1,2-Itemset
"Advanced Java 1, Guide to Economics 1",1,2-Itemset
"Advanced Art 4, History of History 7",1,2-Itemset
"Handbook of AI 9, Introduction to Chemistry 5",1,2-Itemset
"Advanced Economics 7, The Art of Python 9",1,2-Itemset
"Advanced Chemistry 10, Guide to Biology 7",1,2-Itemset
"Fundamentals of Economics 7, Guide to Biology 7",1,2-Itemset
"Fundamentals of Java 1, Mastering Philosophy 1",1,2-Itemset
"Fundamentals of Java 1, The Art of History 6",1,2-Itemset
"Fundamentals of Java 1, Guide to AI 3",1,2-Itemset
"Guide to Biology 7, Handbook of Chemistry 6",1,2-Itemset
"Fundamentals of Chemistry 8, Guide to Biology 7",1,2-Itemset
"History of History 10, Mastering History 2",1,2-Itemset
"Guide to Biology 7, The Art of Art 9",1,2-Itemset
"Advanced Java 8, Fundamentals of Python 7",1,2-Itemset
"Advanced Java 8, Mastering History 6",1,2-Itemset
"Advanced Calculus 8, Handbook of Java 9",1,2-Itemset
"Mastering Music 10, The Art of Python 5",1,2-Itemset
"Advanced Calculus 8, History of Biology 3",1,2-Itemset
"Advanced Chemistry 1, History of Art 2",1,2-Itemset
"Fundamentals of Chemistry 7, Handbook of Java 9",1,2-Itemset
"Fundamentals of Java 9, Mastering Biology 8",1,2-Itemset
"Fundamentals of Python 1, Introduction to Machine Learning 7",1,2-Itemset
"Advanced Music 8, Guide to Art 1",1,2-Itemset
"Advanced Music 8, Fundamentals of Calculus 10",1,2-Itemset
"The Art of Biology 6, The Art of History 10",1,2-Itemset
"Guide to Art 1, History of Physics 1",1,2-Itemset
"Mastering Philosophy 9, The Art of Physics 7",1,2-Itemset
"Mastering Economics 10, Mastering Physics 3",1,2-Itemset
"Advanced Philosophy 2, History of AI 7",1,2-Itemset
"Fundamentals of Machine Learning 5, The Art of Physics 7",1,2-Itemset
"Fundamentals of Physics 9, Handbook of History 9",1,2-Itemset
"History of AI 7, History of Physics 1",1,2-Itemset
"Mastering Python 6, The Art of Art 8",1,2-Itemset
"Handbook of History 9, The Art of Economics 9",1,2-Itemset
"Fundamentals of Chemistry 6, Fundamentals of Physics 5",1,2-Itemset
"Advanced Music 8, Fundamentals of Physics 5",1,2-Itemset
"Advanced Java 8, History of Physics 6",1,2-Itemset
"Fundamentals of Calculus 10, Mastering Music 10",1,2-Itemset
"Mastering Music 10, The Art of Economics 9",1,2-Itemset
"Introduction to Java 8, The Art of Calculus 8",1,2-Itemset
"Mastering Biology 8, Mastering Chemistry 2",1,2-Itemset
"Fundamentals of Python 1, Guide to Physics 1",1,2-Itemset
"Guide to Java 4, Mastering Java 10",1,2-Itemset
"Handbook of Chemistry 5, History of Machine Learning 1",1,2-Itemset
"Fundamentals of Java 7, The Art of Calculus 3",1,2-Itemset
"Guide to AI 10, Guide to Physics 1",1,2-Itemset
"Guide to Music 2, The Art of Python 5",1,2-Itemset
"The Art of Art 10, The Art of Calculus 3",1,2-Itemset
"Handbook of Chemistry 5, History of History 2",1,2-Itemset
"Fundamentals of Java 7, Mastering AI 6",1,2-Itemset
"Advanced Java 3, Guide to Music 2",1,2-Itemset
"Guide to AI 10, Handbook of Philosophy 10",1,2-Itemset
"Fundamentals of Java 3, Introduction to Physics 8",1,2-Itemset
"Guide to Calculus 9, Introduction to Chemistry 5",1,2-Itemset
"Mastering Music 8, The Art of Biology 6",1,2-Itemset
"Mastering Physics 3, The Art of Art 8",1,2-Itemset
"Fundamentals of Chemistry 6, Handbook of History 9",1,2-Itemset
"Fundamentals of Machine Learning 5, The Art of Art 8",1,2-Itemset
"Guide to AI 5, History of Physics 1",1,2-Itemset
"Advanced Java 7, Advanced Machine Learning 1",1,2-Itemset
"Advanced Music 8, Fundamentals of Chemistry 6",1,2-Itemset
"Advanced Chemistry 1, Handbook of Art 1",1,2-Itemset
"Handbook of Art 1, Mastering Music 10",1,2-Itemset
"Advanced Calculus 8, Guide to History 7",1,2-Itemset
"Fundamentals of Chemistry 7, Fundamentals of Physics 5",1,2-Itemset
"Mastering Calculus 9, The Art of History 9",1,2-Itemset
"Advanced Chemistry 1, Advanced Music 4",1,2-Itemset
"Fundamentals of Chemistry 4, The Art of History 10",1,2-Itemset
"Advanced History 3, Fundamentals of Java 3",1,2-Itemset
"History of History 7, Mastering Music 6",1,2-Itemset
"Guide to Calculus 9, History of History 7",1,2-Itemset
"History of History 7, The Art of Economics 3",1,2-Itemset
"Advanced Java 1, Mastering Economics 7",1,2-Itemset
"Introduction to Chemistry 5, The Art of History 6",1,2-Itemset
"Advanced Java 1, Mastering Art 9",1,2-Itemset
"History of Music 9, The Art of History 5",1,2-Itemset
"History of History 7, History of Music 7",1,2-Itemset
"Mastering Calculus 6, The Art of History 5",1,2-Itemset
"History of History 7, Introduction to Java 8",1,2-Itemset
"History of History 7, Mastering History 8",1,2-Itemset
"Advanced Java 1, The Art of Art 9",1,2-Itemset
"Introduction to History 10, The Art of History 5",1,2-Itemset
"Fundamentals of Java 3, Guide to AI 6",1,2-Itemset
"The Art of Art 9, The Art of History 5",1,2-Itemset
"Handbook of Economics 3, The Art of History 1",1,2-Itemset
"Introduction to Machine Learning 1, The Art of History 1",1,2-Itemset
"Advanced Chemistry 5, Advanced History 5",1,2-Itemset
"Introduction to Music 3, The Art of History 4",1,2-Itemset
"Advanced Python 1, The Art of History 1",1,2-Itemset
"Fundamentals of Biology 4, History of History 2",1,2-Itemset
"Mastering Chemistry 2, Mastering History 2",1,2-Itemset
"Fundamentals of Java 1, The Art of Java 2",1,2-Itemset
"Guide to Biology 7, History of Machine Learning 1",1,2-Itemset
"Fundamentals of Java 1, Mastering Philosophy 4",1,2-Itemset
"Fundamentals of Java 1, Handbook of Economics 2",1,2-Itemset
"Advanced Calculus 5, Mastering History 2",1,2-Itemset
"Advanced History 4, Fundamentals of Biology 4",1,2-Itemset
"Fundamentals of Java 3, Mastering Music 6",1,2-Itemset
"Advanced History 3, The Art of History 5",1,2-Itemset
"History of History 7, The Art of Calculus 1",1,2-Itemset
"Fundamentals of Calculus 10, Guide to Physics 1",1,2-Itemset
"History of Calculus 8, Mastering AI 6",1,2-Itemset
"Fundamentals of Calculus 10, Mastering AI 6",1,2-Itemset
"Handbook of Philosophy 10, The Art of Economics 9",1,2-Itemset
"Handbook of Art 1, Mastering Biology 8",1,2-Itemset
"Mastering AI 6, Mastering Economics 10",1,2-Itemset
"Mastering Java 10, The Art of Physics 7",1,2-Itemset
"Advanced Music 4, Introduction to Art 6",1,2-Itemset
"Handbook of Philosophy 10, Introduction to Physics 3",1,2-Itemset
"Fundamentals of Physics 5, Handbook of Chemistry 5",1,2-Itemset
"Mastering Java 10, The Art of History 10",1,2-Itemset
"Introduction to Machine Learning 7, Mastering Python 6",1,2-Itemset
"Advanced Calculus 6, Advanced Physics 2",1,2-Itemset
"Advanced Chemistry 5, The Art of Python 3",1,2-Itemset
"Advanced Chemistry 5, Introduction to Philosophy 1",1,2-Itemset
"Advanced Calculus 9, Introduction to Music 3",1,2-Itemset
"Fundamentals of Java 1, Mastering Java 8",1,2-Itemset
"Fundamentals of Java 1, Introduction to Physics 3",1,2-Itemset
"Guide to AI 10, The Art of Economics 8",1,2-Itemset
"Fundamentals of Java 9, The Art of Economics 8",1,2-Itemset
"The Art of Art 10, The Art of Calculus 8",1,2-Itemset
"Advanced Java 8, The Art of Art 8",1,2-Itemset
"Fundamentals of Chemistry 7, Handbook of History 9",1,2-Itemset
"Advanced AI 1, Mastering Music 10",1,2-Itemset
"Advanced AI 1, Fundamentals of Chemistry 7",1,2-Itemset
"Fundamentals of Chemistry 7, History of Physics 1",1,2-Itemset
"Advanced Chemistry 1, Mastering Music 8",1,2-Itemset
"Fundamentals of Chemistry 4, Mastering Physics 3",1,2-Itemset
"Handbook of Economics 9, Mastering Calculus 9",1,2-Itemset
"Mastering Music 10, The Art of Art 8",1,2-Itemset
"Guide to History 7, Mastering AI 6",1,2-Itemset
"Fundamentals of Physics 9, The Art of Calculus 3",1,2-Itemset
"Advanced Economics 5, The Art of Calculus 3",1,2-Itemset
"History of Philosophy 8, The Art of History 5",1,2-Itemset
"Fundamentals of Python 1, Introduction to Chemistry 5",1,2-Itemset
"Advanced Economics 7, History of Biology 3",1,2-Itemset
"Advanced Economics 7, Advanced Economics 9",1,2-Itemset
"Advanced Java 3, The Art of History 5",1,2-Itemset
"Advanced Java 1, The Art of Philosophy 9",1,2-Itemset
The Art of Chemistry 8,1,1-Itemset
History of Music 7,1,1-Itemset
Handbook of Chemistry 6,1,1-Itemset
Handbook of Python 6,1,1-Itemset
Guide to Art 1,1,1-Itemset
History of Physics 7,1,1-Itemset
The Art of Java 4,1,1-Itemset
Handbook of AI 3,1,1-Itemset
"Guide to Art 1, Mastering History 2",1,2-Itemset
"Mastering Java 3, The Art of History 1",1,2-Itemset
"Advanced Physics 2, Guide to AI 9",1,2-Itemset
"History of Machine Learning 8, The Art of History 1",1,2-Itemset
"The Art of Art 9, The Art of History 1",1,2-Itemset
"Advanced History 3, Advanced Physics 2",1,2-Itemset
"Advanced Chemistry 10, The Art of History 1",1,2-Itemset
"Advanced Chemistry 10, Introduction to Music 3",1,2-Itemset
"Advanced Calculus 8, Mastering Music 10",1,2-Itemset
"Mastering Philosophy 9, The Art of Calculus 3",1,2-Itemset
"Handbook of History 9, Introduction to Art 6",1,2-Itemset
"Guide to Music 2, Handbook of History 9",1,2-Itemset
"Introduction to Machine Learning 7, Mastering Music 8",1,2-Itemset
"Mastering Biology 8, Mastering Physics 3",1,2-Itemset
"Handbook of Economics 9, Introduction to Art 6",1,2-Itemset
"Advanced Economics 5, Mastering Biology 8",1,2-Itemset
"Handbook of Chemistry 5, Mastering Music 8",1,2-Itemset
"Advanced Calculus 8, Handbook of Chemistry 5",1,2-Itemset
"Fundamentals of Chemistry 4, Mastering Java 10",1,2-Itemset
"Handbook of Chemistry 5, Mastering Calculus 9",1,2-Itemset
"Advanced Java 8, Guide to Music 2",1,2-Itemset
"Fundamentals of Chemistry 9, Handbook of Chemistry 5",1,2-Itemset
"Guide to Art 2, The Art of Calculus 3",1,2-Itemset
"Fundamentals of Biology 4, History of Physics 1",1,2-Itemset
"Advanced Economics 5, Mastering History 2",1,2-Itemset
"Guide to AI 5, Guide to Biology 7",1,2-Itemset
"Fundamentals of Chemistry 6, Fundamentals of Java 1",1,2-Itemset
"Advanced Java 7, Guide to Biology 7",1,2-Itemset
"Mastering Java 8, The Art of Economics 8",1,2-Itemset
"Handbook of Biology 7, The Art of Economics 8",1,2-Itemset
"Mastering Philosophy 1, The Art of History 1",1,2-Itemset
"History of History 10, Introduction to Music 3",1,2-Itemset
"History of Music 7, Introduction to Music 3",1,2-Itemset
"Advanced Java 3, The Art of History 1",1,2-Itemset
"Advanced Physics 2, Mastering Philosophy 4",1,2-Itemset
"Fundamentals of Machine Learning 5, The Art of Economics 8",1,2-Itemset
"History of Physics 1, The Art of Economics 8",1,2-Itemset
"Advanced Philosophy 2, The Art of Calculus 8",1,2-Itemset
"Advanced AI 1, The Art of Calculus 8",1,2-Itemset
"The Art of Art 8, The Art of Economics 8",1,2-Itemset
"Fundamentals of Java 3, Handbook of Biology 7",1,2-Itemset
"The Art of History 5, The Art of History 9",1,2-Itemset
"Fundamentals of Physics 9, Introduction to Chemistry 5",1,2-Itemset
"Fundamentals of Physics 5, The Art of History 5",1,2-Itemset
"Fundamentals of Java 3, Introduction to Physics 3",1,2-Itemset
"Fundamentals of Calculus 10, History of History 7",1,2-Itemset
"Fundamentals of Java 3, Mastering Java 8",1,2-Itemset
"Advanced Java 1, History of Calculus 8",1,2-Itemset
"Mastering Calculus 9, Mastering Java 10",1,2-Itemset
"Guide to Physics 1, Introduction to Art 6",1,2-Itemset
"Handbook of Chemistry 5, The Art of Calculus 3",1,2-Itemset
"Guide to Music 2, Mastering Biology 8",1,2-Itemset
"Guide to Music 2, Guide to Physics 1",1,2-Itemset
"History of History 2, The Art of History 1",1,2-Itemset
"Advanced Chemistry 5, History of Chemistry 10",1,2-Itemset
"Fundamentals of Python 7, Introduction to Music 3",1,2-Itemset
"Advanced Chemistry 5, History of Philosophy 8",1,2-Itemset
"Introduction to Music 3, Mastering Philosophy 4",1,2-Itemset
"History of Art 2, Introduction to Music 3",1,2-Itemset
"Advanced Physics 2, History of Biology 3",1,2-Itemset
"Introduction to Music 3, Mastering Chemistry 2",1,2-Itemset
"Advanced Physics 2, The Art of Philosophy 9",1,2-Itemset
"Advanced Physics 2, History of Art 2",1,2-Itemset
"Advanced Chemistry 5, Guide to AI 10",1,2-Itemset
"Advanced Chemistry 5, Advanced Economics 9",1,2-Itemset
"Advanced Chemistry 5, Mastering Calculus 9",1,2-Itemset
"Advanced Physics 2, The Art of History 5",1,2-Itemset
"Introduction to Chemistry 5, The Art of History 1",1,2-Itemset
"Introduction to Music 3, The Art of Economics 8",1,2-Itemset
"Advanced Physics 2, Mastering History 2",1,2-Itemset
"Advanced Economics 7, The Art of History 5",1,2-Itemset
"Guide to Physics 1, The Art of History 1",1,2-Itemset
"Guide to Music 2, Introduction to Music 3",1,2-Itemset
"Handbook of Philosophy 10, The Art of Economics 8",1,2-Itemset
"Advanced Economics 7, Fundamentals of Chemistry 7",1,2-Itemset
"Guide to Art 2, Introduction to Chemistry 5",1,2-Itemset
"Advanced Chemistry 1, The Art of History 5",1,2-Itemset
"Fundamentals of Chemistry 7, Introduction to Chemistry 5",1,2-Itemset
"Advanced Chemistry 1, Advanced Java 1",1,2-Itemset
"Advanced Physics 2, Mastering Java 8",1,2-Itemset
"Handbook of Biology 7, The Art of History 1",1,2-Itemset
Mastering Economics 2,1,1-Itemset
History of Physics 1,1,1-Itemset
Handbook of Python 2,1,1-Itemset
Handbook of Music 8,1,1-Itemset
Guide to Calculus 9,1,1-Itemset
Guide to Physics 7,1,1-Itemset
History of Java 6,1,1-Itemset
Introduction to Art 2,1,1-Itemset
Introduction to Chemistry 10,1,1-Itemset
Handbook of Physics 10,1,1-Itemset
Fundamentals of Python 10,1,1-Itemset
Advanced Chemistry 4,1,1-Itemset
Handbook of Physics 1,1,1-Itemset
Fundamentals of Physics 6,1,1-Itemset
"Advanced Physics 2, The Art of Calculus 3",1,2-Itemset
"Advanced Java 8, Introduction to Music 3",1,2-Itemset
